username;tweet;fecha;anuncio;ubicacion;fecha_sola;sentimiento
CcKinneyM;se pico el coronavirus en el amba;2020-05-08 23:58:27+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Neutral
CCN25com;corrientes un caso nuevo de coronavirus en la localidad de paso de los libres se acumulan a la fecha 245 casos el gobierno provincial tras conocerse;2020-08-14 03:31:17+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CdeInversiones;coronavirus canales alternativos recorda utilizar nuestros canales alternativos para operar con mayor comodidad banca internet provincia bip bip movil cajeros automaticos extra cash punto efectivo cuentadni;2020-08-14 21:00:01+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CecyMaya;coronavirus argentina 5 de mayo casos nuevos 134 total de casos en el pais 5020 nuevos fallecidos 2 fallecidos totales 264 fuente ministerio de salud de la nacion;2020-05-08 20:31:14+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Neutral
Ceexcita;senor coronavirus por favor no tocar los muebles;2020-08-14 17:38:18+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
cefnoticiasok;cef noticias las noticias de argentina el coronavirus termino con la vida del jefe de enfermeria del hospital evita de lanus lee mas cefnoticiasok;2020-08-14 22:21:46+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
cefnoticiasok;cef noticias las noticias de argentina varias provincias y ciudades del pais vuelven a fase i por el coronavirus lee mas en cefnoticiasok;2020-08-14 20:58:24+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
celeeav;me largue a llorar porque un hombre vencio al coronavirus yo no era asi les juro;2020-04-25 00:02:03+00:00;Anuncio_4;Rosario, Argentina;25-04-20;Neutral
Celes_Diaz;mi ahijada ya camina coronavirus te odio;2020-05-08 00:25:42+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Negativo
Celestegnr;ya cerro compa por todo esto del coronavirus viste ahre chau gil;2020-05-08 06:57:30+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Neutral
CelesteKp;tucuman es una jungla que ni el coronavirus se anima a entrar tuculandia es la vacuna de la pandemia;2020-07-17 14:51:23+00:00;Anuncio_9;Tucumán, Argentina;17-07-20;Negativo
celestethemtham;pedis responsabilidad por el coronavirus y vos sos peor que el virus con los jubilados sos nefasto e irresponsable no nos cuidas nos faltas el respeto schiarettiinutil schiarettiparalamano;2020-05-23 23:37:07+00:00;Anuncio_6;Cordoba, Argentina;23-05-20;Negativo
CeliStella;mapa del coronavirus expansion en cifras del covid19 en el mundo como nos mienten con esas filminas para basi se hace la verdadera comparaciones con porcentajes y no es el relato de af las cifras al dia de hoy bien todo detallado;2020-08-14 18:31:22+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Negativo
Cempeeeee;el corona virus es una conspiracion del gobierno men pichon de mentira;2020-08-14 15:36:01+00:00;Anuncio_11;Paraná, Argentina;14-08-20;Negativo
CentristaFeliz;si yo tuviese un familiar muerto x corona virus saldria a matar a estos hijos de puta que salen a desparramar el virus pq les cae mal el gobierno y me importaria una mierda ir preso lo juro si se muere mi vieja mis hermanos o mis hijos me llevo x lo menos 50 de estas lacras;2020-08-14 20:43:45+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Positivo
cep48m;radiomitre eltatoyoung dice kiciloft que pba aumento a 3700 camas de terapia intensiva en todo el pais hay 700800 camas uti para covid ocupadas no merece un poco de explicacion o nos mienten o hay problema de salud mucho mas importantes que el coronavirus;2020-07-17 17:20:28+00:00;Anuncio_9;Buenos Aires, Argentina;17-07-20;Negativo
cesar24775;coronavirus cuarentena sistemadeaislamientosanitario psicologia inversa pdb de tardecita viernes 140820 hoy fue tarde de filminas y te resumimos todo lo que dijeron alberto fernandez horacio y axel y mucho mas a traves de youtube;2020-08-14 23:53:55+00:00;Anuncio_11;Rosario, Argentina;14-08-20;Neutral
cesar24775;otro record de casos de coronavirus en santafe con 167 64 de los cuales son de rosario via lacapital;2020-08-14 01:13:05+00:00;Anuncio_11;Rosario, Argentina;14-08-20;Neutral
cesar24775;hoy en pdb de tardecita cuarentena coronavirus estamos meta euforia por la vacuna y la vamos a empezar a fabricar aunque los contagios sigan picando en punta a lo loco se nos fue nardelli y le hacemos un homenaje trump y mucho mas;2020-08-14 00:18:31+00:00;Anuncio_11;Rosario, Argentina;14-08-20;Neutral
CesarGalvn387;coronavirus la leyenda del boxeo roberto manos de piedra duran dio positivo;2020-06-26 02:48:07+00:00;Anuncio_8;Tucumán, Argentina;26-06-20;Neutral
CesarGalvn387;coronavirus en argentina los judiciales haran un inedito paro nacional de home office;2020-06-26 02:27:44+00:00;Anuncio_8;Tucumán, Argentina;26-06-20;Neutral
cesexto;lanatasinfiltro pandemia coronavirus convertida en espectaculo el rostro de cada persona transferida del geriatrico concheto a millones televidentes noteros y medios desaprensivos con la complicidad gubernamental el sufrimiento humano es pan y circo idiotizar gente;2020-05-08 14:07:29+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Negativo
cfschaer;octubre pasado volvieron atletas enfermos de juegos militares paren de hablar de pandemia nadie no sabia nada y del murcielago politicos y who no sirven p nada por la plata q se gasta quien fallo era sector publico msalnacion alferdez coronavirus;2020-05-08 12:12:09+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Negativo
chango700;lo que no se dice cuando se habla sobre el anuncio de alberto sobre la vacuna contra el coronavirus opinion por adrian simioni a traves de tribunacomar;2020-08-14 12:07:36+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
Charapp;no hay mas cuarentena no necesito mas permiso para circular se termino el salvoconducto infectadura coronavirus a todo esto el acuerdo de oxford lo hizo mm alverso;2020-08-14 16:38:52+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Negativo
Charlie5476;coronavirus en la argentina la corte bonaerense prepara un fallo contra la salida masiva de presos;2020-05-08 18:51:21+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Neutral
CharlieGonza07;coronavirus antes del anuncio oficial varias protestas y una carta para alberto fernandez frente a la quinta de olivos;2020-08-14 17:20:15+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
charly_otero;dias y cosas pasaron desde que todo esto empezo sin embargo las recomendaciones siguen siendo casi las mismas lavate las manos cubrite nariz y boca mantene distancia social no mires noticias en la tele bueno en los diarios tampoco coronavirus;2020-05-23 15:49:41+00:00;Anuncio_6;Buenos Aires, Argentina;23-05-20;Neutral
charlyamado;mueren 1000 personas por dia en argentina informate burre no es todo coronavirus;2020-06-26 03:01:12+00:00;Anuncio_8;Comodoro Rivadavia, Argentina;26-06-20;Negativo
charlycappa;matara al coronavirus sera la vacuna silenciosa o no que entra por las narices;2020-08-14 10:43:18+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
chaval1974;larreta sin hacer mencion a la marcha del lunes sigue jugando para su tribuna quedateencasa coronavirus;2020-08-14 17:12:15+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Positivo
chechusienta;novak djokovic confirmo que jugara el us open en plena pandemia de coronavirus no fue una decision facil infobae;2020-08-14 01:29:45+00:00;Anuncio_11;Cordoba, Argentina;14-08-20;Neutral
CheckeRamos10;el barsa tiene menos defensa que un contagiado de coronavirus;2020-08-14 19:54:13+00:00;Anuncio_11;Mendoza, Argentina;14-08-20;Neutral
cherryplitus;lo hicieron de nuevo coronavirus;2020-06-26 19:54:49+00:00;Anuncio_8;Buenos Aires, Argentina;26-06-20;Neutral
Chezicortez;saben quien es tienen la cura del coronavirus los hijos de re 1000 puta que nunca respetan la cuarentena igual no se contagiaron;2020-07-31 06:16:15+00:00;Anuncio_10;Buenos Aires, Argentina;31-07-20;Positivo
Chezicortez;me mata esta mina estuvo juntandose con gente toda la semanay ahora parece que tiene coronavirus y tira espero que sean responsables porque yo tambien quisiera ver a mis amigos que pelotuda que sos;2020-08-14 17:40:14+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Positivo
chiavenachoo5;el bayern es como el coronavirus pero este te vacuna ajajaj;2020-08-14 21:00:45+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
child1789;si asi es la vida que me de coronavirus;2020-05-08 00:14:08+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Neutral
ChinoEckell;yo no me meto una vacuna contra el corona virus ni en pedo no se que esta asimilando kichilof que nos vamos a vacunar por que el lo diga;2020-08-14 17:14:08+00:00;Anuncio_11;Paraná, Argentina;14-08-20;Negativo
chinoser1;pensar que gente como ofelia y este son los que van a gobernar a las proximas generacionesdeja prefiero morir de coronavirus ahora;2020-08-14 11:14:31+00:00;Anuncio_11;Rosario, Argentina;14-08-20;Negativo
chipyguaw;un bebe recien nacido dos ninos de cuatro anos y otro menor de ocho hospitalizados por coronavirus en cantabria a traves de a3noticias;2020-08-14 23:31:18+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
chispa_tuc;miren que yo te voy a entrenar de lunes a sabado y amo pero no pienso ir a entrenar hasta q no haya un solo caso de coronavirus en el pais mi opinion me chupa un huevo la percepcion de los demas;2020-06-04 20:22:48+00:00;Anuncio_7;Tucumán, Argentina;04-06-20;Positivo
chispa_tuc;los argentinos logramos algo unico en el continente bajando el nivel de mortalidad del virus la caida economica es general a nivel mundial y levantar la cuarentena no significa una mejora ningun pais pudo revertir la crisis economica que el coronavirus trajo;2020-06-26 17:09:52+00:00;Anuncio_8;Tucumán, Argentina;26-06-20;Positivo
Christiancdl77;esto si es noticia en rusia clarin la enfermera que solo usa ropa interior para atender a los pacientes con coronavirus;2020-05-23 05:51:24+00:00;Anuncio_6;Buenos Aires, Argentina;23-05-20;Neutral
cincodiasweb;oms no se han registrado casos de transmision de covid19 en la comida luego de que china indicara q descubrio particulas del nuevo coronavirus en alitas de pollo importadas de brasil la oms afirmo que no hay evidencia de q la covid19 se transmita a traves de la comida;2020-08-14 13:45:03+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
Cipayipster;como va perder 64 nos merecemos el coronavirus;2020-05-23 23:10:23+00:00;Anuncio_6;Buenos Aires, Argentina;23-05-20;Neutral
Ciro6as;coronavirus ya van doce dias sin nuevos casos en rosario via rosariotres;2020-05-08 01:25:45+00:00;Anuncio_5;Rosario, Argentina;08-05-20;Neutral
ciudad_magazine;a cuidarse j balvin anuncio que se esta recuperando de coronavirus;2020-08-14 19:44:44+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
ciudad_magazine;se activo el protocolo pampita debera hisoparse porque cora debarbieri panelista en el ciclo dio positivo de coronavirus;2020-08-14 18:38:30+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
ciudad_magazine;investigacion un estudio chino afirma que recuperados de coronavirus mantienen anticuerpos al menos seis meses;2020-08-14 18:25:53+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
ciudad_magazine;alerta 10 coronavirus el medico de gimnasia cree que maradona no deberia ir a las practicas por precaucion;2020-08-14 12:15:00+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
ciudad_magazine;atencion barcelona fc anuncio un caso positivo de coronavirus;2020-08-14 04:15:02+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CiudadDeBondis;20 trabajadores de la linea202 con coronavirus complicado el panorama de la linea parcialmente cerrada en la plata recuerden que la linea214 esta brindando un servicio para cubrir esa linea;2020-06-26 01:10:08+00:00;Anuncio_8;Buenos Aires, Argentina;26-06-20;Neutral
claudiazarlenga;lejos el mejor comunicador de la situacion es el ministro de salud del gobierno de la ciudad con datos conocimiento e informacion claro y preciso sin elucubraciones temerarias coronavirus argentina 3junio covid19 fernanquirosba msalnacion basalud gcba;2020-06-04 01:49:03+00:00;Anuncio_7;Buenos Aires, Argentina;04-06-20;Positivo
ClauSaya;coronavirus el riesgo de contagio al aire libre es casi cero;2020-06-26 16:52:35+00:00;Anuncio_8;Paraná, Argentina;26-06-20;Neutral
cleoosisti;coronavirus culiado por tu culpa no pude estar con el wacho que me gusta;2020-08-14 07:33:14+00:00;Anuncio_11;Mendoza, Argentina;14-08-20;Negativo
clorincom;coronavirus en argentina neuquen ordena que no crio una adversacion a los cener pacientes con restricciones y a la boliz aysenal;2020-08-14 17:16:12+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
clorincom;coronavirus en lomas superiona la verdura de la carcelita para septiembre;2020-08-14 12:16:07+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
clorincom;el futbol es el primer futbolista de coronavirus en el mundo el desahogo sexual llora alquiler de alquileres;2020-08-14 05:18:09+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
clorincom;coronavirus en argentina las low cost se quejan de quear desde la reapertura del taxista y termina mataron a una causa;2020-08-14 04:17:44+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
clorincom;coronavirus en moron en un campana no enojado darle las trenes un jugador de la historia de salud y un mas tragedia de los violetos;2020-08-14 03:16:18+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
ClubQuinto;y como nada nos viene bien cuando los pibes se contagien coronavirus la culpa va a ser de larreta para mi que es el efectolipovetsky;2020-08-14 22:26:57+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Positivo
CMatiGonzalez;ni la mona en el sargento cuando superemos el coronavirus puede hacernos asistir al baile que le dio el bayern al barsa hoy que dicho sea de paso no juega a nada historico;2020-08-14 20:58:56+00:00;Anuncio_11;Paraná, Argentina;14-08-20;Neutral
cngarcia62;yo tengo vecinos pero 1 no hablamos y 2 coronavirus amigo;2020-08-14 04:21:49+00:00;Anuncio_11;Comodoro Rivadavia, Argentina;14-08-20;Neutral
CNNArgentina;estas son las cifras de covid19 en argentina en total las autoridades reportan 282437 infectados ademas el pais confirmo 165 fallecidos lo que deja un total de 5527 muertes vinculadas al coronavirus;2020-08-14 23:09:01+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CNNArgentina;estas son las cifras de covid19 en argentina en total las autoridades reportan 276072 infectados entre los que se cuentan 199005 recuperados y 71639 casos activos ademas el pais registra 5428 muertes vinculadas a coronavirus;2020-08-14 15:38:55+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
colodamici;alferdez cds cura el coronavirus consulte andreas kalker;2020-05-08 02:24:58+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Neutral
ComeOnMimi;cerraron la panaderia y la verduleria de mi barrio porque se contagiaron de coronavirus miedooo;2020-08-14 15:10:34+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Positivo
comunicacionADN;no quedan dudas de que hay que ser responsable coronavirus;2020-08-14 17:05:49+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Positivo
ComunicacionTuc;con 11 nuevos casos tucuman llega a los 533 positivos de coronavirus;2020-08-14 22:32:12+00:00;Anuncio_11;Tucumán, Argentina;14-08-20;Neutral
ComunistasCABA;y si prueban entregando notebooks y garantizando conectividad en los barrios el opositor responsable quiere que lxs chicxs sus familias y lxs docentes elijan entre la educacion o el coronavirus por si dudaban de lo que es larretaesmacri labrechadigitaleseducativa;2020-08-14 18:40:31+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Positivo
CONCIENCIAFM;coronavirus hoy hubo casi 1000 contagios menos en el pais y murieron 165 personas;2020-08-14 23:37:51+00:00;Anuncio_11;Tucumán, Argentina;14-08-20;Neutral
ConclusionRos;el ex arquero de newells patonguzman informo que dio positivo de coronavirus y quedo aislado del plantel de tigres de monterrey este viernes el golero rosarino emitio una carta via twitter hablando de su estado de salud;2020-08-14 23:40:00+00:00;Anuncio_11;Rosario, Argentina;14-08-20;Neutral
ConclusionRos;coronavirusenargentina el ejecutivo prorrogo el aislamiento social preventivo y obligatorio por la pandemia de coronavirus hasta el 30 de agosto y segun lo acordado con gobernadores en las zonas rojas de las provincias volver a la fase 1;2020-08-14 22:50:00+00:00;Anuncio_11;Rosario, Argentina;14-08-20;Neutral
ConclusionRos;nuevo reporte siguen muriendo por covid19 con 66 nuevos fallecidos ya suman 5428 los muertos por coronavirus en el pais;2020-08-14 14:46:00+00:00;Anuncio_11;Rosario, Argentina;14-08-20;Neutral
Confi_ar;es apresurado afirmar que los ninos y las ninas menores de 5 anos transmiten mas el nuevo coronavirus que los adultos fuente conicetdialoga agenciatelam;2020-08-14 20:20:48+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
ConInflu;habla alferdez detalla la situacion del coronavirus en argentina;2020-08-14 16:25:56+00:00;Anuncio_11;Neuquén, Argentina;14-08-20;Neutral
ConsultoraLF;trabajoenequipo consultora emegenciasanitaria coronavirus seguimos trabajando para dar respuestas a los requerimientos de los municipios y comunas que integran consultora laura ferreyra amp asoc respetando los protocolos establecidos y las normas de bioseguridad exigidas;2020-07-17 21:01:49+00:00;Anuncio_9;Cordoba, Argentina;17-07-20;Positivo
consultorasud;5 246 muertos por coronavirus en argentina a traves de youtube;2020-08-14 18:09:55+00:00;Anuncio_11;Cordoba, Argentina;14-08-20;Neutral
contenidostvy;acabo de ver bill gates estimo cuando los paises van a terminar con la pandemia de coronavirus haga clic ver tambien;2020-08-14 16:17:55+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
contenidostvy;acabo de ver coronavirus en argentina informe nocturno del 13 de agosto haga clic ver tambien;2020-08-14 14:53:36+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
contenidostvy;acabo de ver vacuna contra el coronavirus en argentina las claves haga clic ver tambien;2020-08-14 12:52:52+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
ContinentalCba;aire aseguran que la vacuna contra el coronavirus sera gratuita para toda la poblacion en alassiaesnoticia ampliamos con soniagtarragona subsecretaria de medicamentos e informacion estrategica del msalnacion;2020-08-14 09:59:39+00:00;Anuncio_11;Cordoba, Argentina;14-08-20;Neutral
coresponda;a los fernandez les vino como anillo al dedo el corona virus;2020-05-08 22:55:49+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Negativo
coronel_delia;enfermadades del sueno y respiratorias oletin semanal coronavirus salud y bienestar;2020-08-14 08:01:26+00:00;Anuncio_11;Tucumán, Argentina;14-08-20;Neutral
costaamely;confirmen su salida de casa asi salgo metros y escucho tu barbijooo pero la puta madre corona virus y lpqtp llegue agarro el barbijo vuelvo a salir;2020-08-14 21:55:17+00:00;Anuncio_11;Neuquén, Argentina;14-08-20;Negativo
cotibpascanas;muy interesante la clase de fisiologia hablando de coronavirus y los casos que hay en rio cuarto;2020-08-14 15:41:38+00:00;Anuncio_11;Cordoba, Argentina;14-08-20;Neutral
coudetsinalient;el enano dijo que los que mueren de coronavirus lo hacen antes de lo que tenian pensado un genio el pelotudo este;2020-07-31 17:40:29+00:00;Anuncio_10;Buenos Aires, Argentina;31-07-20;Negativo
counymensio;el barca no tendra coronavirus pero que vacunada que le pego el bayer senores;2020-08-14 20:39:09+00:00;Anuncio_11;Cordoba, Argentina;14-08-20;Neutral
CReligiosos;se registraron nuevos casos de coronavirus en la catedral de mardelplata iglesiamdp;2020-08-14 15:15:33+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
Cris__U;nunca me enoje y que tiene q ver el culo con la una pelotudo jajajaja tan hablando de gh con de otra cosa nos merecemos el corona virus dios mio mundoperdido;2020-05-23 22:01:12+00:00;Anuncio_6;Buenos Aires, Argentina;23-05-20;Neutral
crisanto1972;ahora sigue subiendo el coronavirus en inglaterra se saludan con el codo pero nadie tiene un puto barbijo;2020-07-17 22:34:44+00:00;Anuncio_9;Buenos Aires, Argentina;17-07-20;Positivo
criscantinirc;yo me rio pero si fuera racing que este perdiendo asi pero ya estoy yendo a contagiarme de coronavirus;2020-08-14 20:46:44+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
Crisssgaitan;ahora el coronavirus se transmite por la comida algo mas la concha de tu madre;2020-08-14 11:26:05+00:00;Anuncio_11;Cordoba, Argentina;14-08-20;Neutral
crissuperann;pense que este cuadrazo habia dicho el coronavirus puso al mundo culo para arriba;2020-08-14 17:42:33+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
cristianbaelish;repito algo hay yanquis que creen por culpa de una pelicula conspiranoica que el propio uso de barbijos genera coronavirus y que la arena y el agua del mar lo curan no tengo idea que interes puede estar en juego para difundir algo asi pero paso como aca pasa lo del cloro;2020-08-14 03:53:13+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Positivo
cristianbaelish;pase ahora usted tambien pero yo no tengo coronavirus sisi si tiene uy cuanto covid pum;2020-08-14 03:36:29+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
cristianbalbo;en espana prohiben fumar en la calle en pandemia coronavirus covid19;2020-08-14 12:40:54+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
cristianbello;pico de contagios de coronavirus en entre rios 101 nuevos casos y 3 muertes;2020-08-14 13:02:17+00:00;Anuncio_11;Paraná, Argentina;14-08-20;Neutral
cristianbello;no se descartan mas restricciones en zonas de circulacion comunitaria de coronavirus;2020-08-14 10:55:09+00:00;Anuncio_11;Paraná, Argentina;14-08-20;Neutral
CronicaTV;coronavirus 6365 nuevos infectados 282437 casos en total quedateencasa mirando cronicahd envivo youtube;2020-08-14 23:04:28+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CronicaTV;coronavirus el cuello de botella es el personal de salud;2020-08-14 20:00:32+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CronicaTV;murio de coronavirus y le robaron toda la ropa en la clinica el dramatico testimonio de brenda hija de la victima le usaban el celular cuando estaba en coma;2020-08-14 15:06:04+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CronicaTV;murio de coronavirus y le robaron toda la ropa en la clinica;2020-08-14 15:00:02+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CronicaTV;aumentan los casos de coronavirus en el pais se registraron 7498 nuevos contagios y 149 muertes en 24 horas en el marco de los proximos anuncios de alberto fernandez hablamos con el infectologo diego maurizi lo mejor que podemos hacer es;2020-08-14 14:42:05+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CronicaTV;tremendo murio a causa del coronavirus y le robaron toda la ropa en la clinica hablamos con brenda hija de la victima quedateencasa informate con danigret73 y anabeliacerezo en tiemporeal envivo youtube;2020-08-14 13:54:19+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CronicaTV;aumentan los casos de coronavirus en el pais;2020-08-14 13:29:32+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CronicaTV;el coronavirus no se transmite a traves de los alimentos;2020-08-14 12:02:02+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CronicaTV;la oms afirma que el coronavirus no se transmite a traves de los alimentos quedateencasa informate junto sofiamonachelli y leoariasprensa en cronicahd envivo youtube;2020-08-14 10:43:11+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Neutral
CsarRom30325502;burro muere mas gente por accidentes de auto y no por eso paramos los autos esta cuarentena eterna va a costar mas muertes que el coronavirus;2020-06-26 21:27:24+00:00;Anuncio_8;Buenos Aires, Argentina;26-06-20;Negativo
Csofianunes;si ustedes creen que el coronavirus nos va a hacer mejor persona vaya y vea un ratico los comentarios de la gente en las publicaciones de instragram de grandes medios como infobae o clarin y vea como retira lo dicho rapidito;2020-05-08 14:35:41+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Positivo
Csofianunes;en los 61 minutos que duro este encuentro segun la estadistica durante este tiempo se contagiaron 268 personas y murieron 4 argentinos eso es el coronavirus cerro alferdez;2020-07-31 17:59:30+00:00;Anuncio_10;Buenos Aires, Argentina;31-07-20;Positivo
CuestionEnt;el area de vigilancia epidemiologica del msaluder del gobiernoer informo que se han sumado 101 nuevos casos de coronavirus tambien confirmo las 3 nuevas muertes anunciadas ayer por el msalnacion;2020-08-14 12:49:42+00:00;Anuncio_11;Paraná, Argentina;14-08-20;Neutral
CumbreAM1400;urgente se descartaron 35 casos sospechosos de coronavirus y no se confirmaron nuevos casos positivos;2020-06-04 00:54:05+00:00;Anuncio_7;Neuquén, Argentina;04-06-20;Neutral
CumbreAM1400;urgente 16 casos confirmados de coronavirusuna joven de 22 anos de centenario y una nina de 12 anos una adolescente de 15 anos una joven de 18 anos una mujer de 33 anos una mujer de 34 anos una mujer de 41 anos una mujer de 45 anos una mujer de 72 anos;2020-06-26 16:12:44+00:00;Anuncio_8;Neuquén, Argentina;26-06-20;Neutral
CumbreAM1400;urgente 13 nuevos casos recuperados de coronavirus;2020-06-26 00:04:50+00:00;Anuncio_8;Neuquén, Argentina;26-06-20;Neutral
CumbreAM1400;urgente 138 nuevos casos confirmados de coronavirus13una mujer de 45 anosmujer de 66 anosnina de 10bebe de 2hombre de 36 anosjoven de 22 anos y una joven de 25 anos todos contactos estrechos de casos confirmados mujer de 42 anos vinculada a la situacion del ados;2020-06-26 00:04:46+00:00;Anuncio_8;Neuquén, Argentina;26-06-20;Neutral
CuyoNoticias;pese a los estragos economicos del coronavirus china confirma que llegara en unos meses a la superficie de marte;2020-04-25 19:05:55+00:00;Anuncio_4;Mendoza, Argentina;25-04-20;Neutral
CuyoNoticias;hay personas que les gusta acercarse a la persona que esta adelante en la fila de espera no seria bueno que los supermercados marquen en el piso donde tiene que estar cada uno x lo menos estos tiempos de contagio de coronavirus es una sugerencia;2020-07-17 13:31:52+00:00;Anuncio_9;Mendoza, Argentina;17-07-20;Neutral
CuyoNoticias;mendoza hay 1913 pacientes luchando contra el coronavirus y hoy murieron 4 y totaliza 63 muertes en la provincia;2020-08-14 02:57:58+00:00;Anuncio_11;Mendoza, Argentina;14-08-20;Neutral
cybercorcho;11 nuevos casos positivos para coronavirus en tucuman informo msaludtuc para esta tarde sumado al parte matutino el total del dia es 33 y el total general es de 533 los casos vespertinos detallados son capital 6 chicligasta 5;2020-08-14 22:22:35+00:00;Anuncio_11;Tucumán, Argentina;14-08-20;Neutral
cybercorcho;llego el nuevo parte matutino del msaludtuc 22 nuevos casos positivos para coronavirus en tucuman hast esta hora y dejando la cifras generales en 522;2020-08-14 15:22:31+00:00;Anuncio_11;Tucumán, Argentina;14-08-20;Neutral
DalPele;son una manga de sincerebro si no les gusta la cuarentena que prueben con el coronavirus;2020-05-08 00:25:20+00:00;Anuncio_5;Buenos Aires, Argentina;08-05-20;Positivo
DalterEduardo;no solo se trata de politica y educacion cuando los gobernantes no dan ni lejos la talla moral el caos del coronavirus en la ciudad y los testeos que nunca se hicieron;2020-08-14 20:23:21+00:00;Anuncio_11;Buenos Aires, Argentina;14-08-20;Positivo
Danaheld18;marzocoronavirus agostoanabelle el resto del anovos y yo;2020-08-14 21:14:22+00:00;Anuncio_11;Paraná, Argentina;14-08-20;Neutral
danicaceres2010;dia 64 de cuarentena por covid19 terminal de omnibus algunos muros danicaceres2010 argentina cuarentenaobligatoria coronavirus coronavirusargentina cordoba pandemia photojournalista photography;2020-05-23 02:30:32+00:00;Anuncio_6;Cordoba, Argentina;23-05-20;Neutral
Daniela_ilama;sabes cuantas veces tuve coronavirus y me recupere leona;2020-07-17 01:24:22+00:00;Anuncio_9;Neuquén, Argentina;17-07-20;Negativo
DanielAleart;italia enfrenta la peor recesion desde la ii guerra mundial el producto interno bruto pib de italia cayo 124 en el segundo trimestre debido a la pandemia del coronavirus lo que lleva al pais a la recesion informo este viernes el instituto nacional de estadisticas istat;2020-08-14 21:10:25+00:00;Anuncio_11;Rosario, Argentina;14-08-20;Positivo
