username;tweet;fecha;anuncio;ubicacion;sentimiento
yasid98;okmajomartino viendote en tardes bellas analizar el coronavirus pensaba en que estamos en la era en que la tecnologia esta en su punto mas alto y esta costando mucho vencer al virusque si hubiese surgido hace 50 o 100 anos atras literalmente hubiese ocurrido una masacre;2020-03-19 16:43:06+00:00;Anuncio_1;Buenos Aires, Argentina;
dpaoletta;a la casa coronavirus cuarentenatotal;2020-03-19 16:42:41+00:00;Anuncio_1;Buenos Aires, Argentina;
nthonybr;si sobrevivimos al coronavirus espero que el asteroide que viene en abril acabe con este planeta de una buena vez;2020-03-19 16:41:56+00:00;Anuncio_1;Buenos Aires, Argentina;
fede_stigliano;nada de barbijos gianlucasti tiene proteccion propia contra el coronavirus coronavirus yomequedoencasa en ciudad autonoma de buenos aires;2020-03-19 16:41:35+00:00;Anuncio_1;Buenos Aires, Argentina;
armoaroko;a todos los prefesionales de la salud que estan en la linea de frente contra el covid19toda nuestra gratitudamor y reconocimiento muchas gracias a cada uno de ustedesargentina medicos coronavirus caba same;2020-03-19 16:40:49+00:00;Anuncio_1;Buenos Aires, Argentina;
lumto1;nosonvacaciones entonces deja de comer gordcuarentenatotal cuarentenaobligatoria noseasgilquedateencasa buenjueves coronavirus toquedequeda estadodesitio quedateencasa yomequedoencasa dia4 covid19 covid19argentina;2020-03-19 16:39:17+00:00;Anuncio_1;Buenos Aires, Argentina;
LautaroPRAEZE;los tecnicos que pertenecen al equipo que realiza los test de coronavirus ganan 24 mil pesos un profesional con cinco anos de antiguedad no llegan a 40 mil pesos detallo defilippo paso en caput escuchalo;2020-03-19 16:36:06+00:00;Anuncio_1;Buenos Aires, Argentina;
AscarateLidia;historica iniciativa de adepargentina los principales diarios del pais unidos en un mensaje para afrontar el coronavirus al virus lo frenamos entre todos somosresponsables;2020-03-19 16:33:09+00:00;Anuncio_1;Buenos Aires, Argentina;
gonzaloa88;si no te gusta anda a agarrarte coronavirus y morite la concha de tu madre;2020-03-19 16:32:31+00:00;Anuncio_1;Buenos Aires, Argentina;
romipipulina;mm hijo de puta no tiene perdon merece el coronavirus el zika el chingunguncha o como mierda se escriba dengue y sarampion;2020-03-19 16:31:41+00:00;Anuncio_1;Buenos Aires, Argentina;
Lismar1976;quedateentucasa hay quienes no pueden hacerlo hacelo por favor de este modo nos cuidamos entre todos coronavirus covid19 consciencia lavatelasmanos toseenelplieguedelcodo prevencion en buenos aires;2020-03-19 16:30:06+00:00;Anuncio_1;Buenos Aires, Argentina;
Marcelitaojeda;coronavirus en la argentina alertan que bajo un 80 la donacion de sangre lean por favor via lanacion;2020-03-19 16:29:49+00:00;Anuncio_1;Buenos Aires, Argentina;
BurgosJuanse;ni el coronavirus hace que las viejas la corten con las cadenas de whatsapp;2020-03-19 16:28:53+00:00;Anuncio_1;Buenos Aires, Argentina;
diegot_rror;la demanda del papel higienico en la crisis del coronavirus es un chiste absurdo sin remate la humanidad toda transformada en un sketch de monty python;2020-03-19 16:27:15+00:00;Anuncio_1;Buenos Aires, Argentina;
blasitoscelzi;logica del argentino hablar sobre los riesgos del coronavirus tomando un cafe afuera de un bar;2020-03-19 16:26:40+00:00;Anuncio_1;Buenos Aires, Argentina;
CandeeRametta;coronavirus la concha de tu madre;2020-03-19 16:26:40+00:00;Anuncio_1;Buenos Aires, Argentina;
flequilloislife;en breve reenvia un audio de 13 minutos del doctor pindonga diciendo que el te de ruda mata al coronavirus si se toma entre las 14 y las 18 toda una beatriz;2020-03-19 16:25:40+00:00;Anuncio_1;Buenos Aires, Argentina;
julio_graham;los perros no transmiten el virus el titular es confuso y si lees la nota aclara que el perro tenia coronavirus pero no lo transmite y muere de viejo no por el virus que mal todonoticias eso es desinformar mucha gente lee el titulo pero no la nota sean responsables;2020-03-19 16:25:18+00:00;Anuncio_1;Buenos Aires, Argentina;
plepera;me salio borre pateando penales lpm coronavirus llevame;2020-03-19 16:23:38+00:00;Anuncio_1;Buenos Aires, Argentina;
zokoc;que pasa con el coronavirus en canada de ese pais nunca se sabe nada son todos perfectos en su nacion sin corrupcion ladrones ni enfermedades;2020-03-19 16:23:26+00:00;Anuncio_1;Buenos Aires, Argentina;
MorinicoOfelia;lamentablemente ellos tienen prohibido besar segun sus leyes para las latinas incomprensible y ahora con el coronavirus olvidemonos demetozdemir ibrahimcelikkol dogdugunevkaderindir;2020-03-19 16:21:14+00:00;Anuncio_1;Buenos Aires, Argentina;
waceballos;recomiendo ver este video de rubinsteinok sobre las medidas de prevencion de contagio por contacto social que es lo unico certero que tenemos contra el coronavirus;2020-03-19 16:20:39+00:00;Anuncio_1;Buenos Aires, Argentina;
marcelapgodoy;seamosresponsables compromiso responsabilidad respeto unidos quedateentucasa coronavirus en cnn radio argentina;2020-03-19 16:19:44+00:00;Anuncio_1;Buenos Aires, Argentina;
ishaisoriano;hoy se escucha uiallalla 1989 este es un disco fantastico tato bores eligio les cornichons para la cortina musical de su programa y la cancion sono mucho en argentina mi tema favorito la montagna mina italia iorestoacasa coronavirus yomequedoencasa quedateencasa at juncal y uruguay;2020-03-19 16:19:32+00:00;Anuncio_1;Buenos Aires, Argentina;
lucasenrique490;pensar que cuando fuimos a guale los volvi locos a los pibes con el coronavirus todo el viaje hoy hay alto descontrol soy visionario;2020-03-19 16:18:34+00:00;Anuncio_1;Buenos Aires, Argentina;
TomasSmegma;me parece muy mufa el nombre del coronavirus habria que cambiarle el nombre a ramodenoviavirus;2020-03-19 16:17:50+00:00;Anuncio_1;Buenos Aires, Argentina;
Putocasoo;municipioldez hay una persona de mas 60 anos dueno del alquiler donde vivimos que anda en el terreno como si nada tanto cuesta quedarse en casa si ya paso el dia de pago asi estamos en temperley cuarentenatotal coronavirusenargentina coronavirus cuarentenaobligatoria;2020-03-19 16:16:57+00:00;Anuncio_1;Buenos Aires, Argentina;
fran6886;efectos colaterales de la cuarentena a algun pelotudo se le ocurrio que era buena idea armar un decreto falso y lo hizo circular por whatsapp la conjuncion de boludos a cuerda y mucho tiempo libre puede ser mas mortal que el corona virus ampliaremos;2020-03-19 16:16:30+00:00;Anuncio_1;Buenos Aires, Argentina;
MalelaLem;en el super la gente y se esta tomando conciencia y hacen cola con bastante distancia para abonar en la caja y no son exagerados en comprar mercaderia cuarentenatotal cuarentenaobligatoria noseasgilquedateencasa buenjueves coronavirus;2020-03-19 16:14:49+00:00;Anuncio_1;Buenos Aires, Argentina;
NicePibeOK;dale alberto poco huevo decreta la cuarentenatotal no ves que hay pelotudos no entendieron nada es eso o bombardear la ruta 2 voto por lo segundo coronavirus;2020-03-19 16:12:23+00:00;Anuncio_1;Buenos Aires, Argentina;
UCAPeriodismo;todos los diarios del pais unidos contra el coronavirus somosresponsables en universidad catolica argentina uca;2020-03-19 16:11:47+00:00;Anuncio_1;Buenos Aires, Argentina;
toysmanoficial;toysmannews por la pandemia del coronavirus crunchyroll tendra un mes gratis su servicio de streaming twitter gt toysmanoficial facebook gt toysmancomar instagram gt toysmanoficial youtube gt toysman;2020-03-19 16:10:58+00:00;Anuncio_1;Buenos Aires, Argentina;
MarianaDilernia;cola para entrar a coto en florida vte lopez por suerte hay comercios mas chicos con casi nada de gente paciencia coronavirus quedateencasa;2020-03-19 16:10:52+00:00;Anuncio_1;Buenos Aires, Argentina;
el_baby;yo hoy en guasap respondiendo a cada reenvio de informacion no chequeada por quien la reenvia sobre el coronavirus;2020-03-19 16:10:32+00:00;Anuncio_1;Buenos Aires, Argentina;
guillotealbo;hoy ya es 2389 de marzo lpm que lo pario este ano 2020 con el tema coronavirus va a tener por lo menos 36400 dias;2020-03-19 16:09:48+00:00;Anuncio_1;Buenos Aires, Argentina;
Putocasoo;hay una persona de mas 60 anos dueno del alquiler donde vivimos que anda en el terreno como si nada tanto cuesta quedarse en casa si ya paso el dia de pago asi estamos en temperley cuarentenatotal coronavirusenargentina coronavirus cuarentenaobligatoria;2020-03-19 16:08:25+00:00;Anuncio_1;Buenos Aires, Argentina;
MiguelL16267139;hoy en conjunto con ugisivc y nuevosoldati estuvimos entregando en todo el barrio casa por casa folletos de prevencion y concientizacion de dengue y coronavirus nuevosoldati ugis ivc en villa soldati;2020-03-19 16:07:37+00:00;Anuncio_1;Buenos Aires, Argentina;
MileParamo;parece una medida sensata en medio de una pandemia global que estamos aun lejos de controlar en todo caso deja expuesto a coronavirus sueltos novaresio y su gente como una manga de irresponsables;2020-03-19 16:06:43+00:00;Anuncio_1;Buenos Aires, Argentina;
marcelo_banus;disfrutando cosas y lugares lindos a pesar de la lluvia y el coronavirus;2020-03-19 16:03:32+00:00;Anuncio_1;Buenos Aires, Argentina;
valeriaschapira;supermercado te indican hacer fila afuera para que no entre mucha gente se apinan frente a la caja les digo que ayer murio un senor de coronavirus aca a dos cuadras a ver si se asustan y reaccionan que tal si pensamos con la cabeza un rato;2020-03-19 15:59:31+00:00;Anuncio_1;Buenos Aires, Argentina;
diazdh;coronavirus for dummies mi hijo de 4 anos lo entiende no sean imbeciles cc alferdez;2020-03-19 15:59:20+00:00;Anuncio_1;Buenos Aires, Argentina;
MileParamo;terminos del contrato social post coronavirus;2020-03-19 15:58:20+00:00;Anuncio_1;Buenos Aires, Argentina;
marimieggi;llamo preocupada a mi vieja 60 asmatica farmaceutica ma cuidate por favor marina no me voy a morir de coronavirus me voy a morir del estres;2020-03-19 15:58:05+00:00;Anuncio_1;Buenos Aires, Argentina;
ishaisoriano;mi mama me esta contando toda la historia de la realeza no se quien de york y que alberto de monaco dio positivo en coronavirus tambien va a cocinar scons por primera vez en su vida va a cocinar esa es la novedad coronavirus yomequedoencasa cuarentenatotal covid19 at juncal y uruguay;2020-03-19 15:57:36+00:00;Anuncio_1;Buenos Aires, Argentina;
Marcoaese_;si el gobierno de china quiere ayudar en mi opinion deberian agarrar al paciente cero de coronavirus pasearlo por todos los paises infestados y permitir que cualquiera le pueda dar un buen cachetazo a ese pelotudo;2020-03-19 15:56:34+00:00;Anuncio_1;Buenos Aires, Argentina;
MNowenstein;3 meses y coronavirus despues de 4 anos cual es la vara q tomas como parametro;2020-03-19 15:50:27+00:00;Anuncio_1;Buenos Aires, Argentina;
pedrocarvajal19;el coronavirus no puede matarme porque yo mori el dia que mi crush que vive en cordoba me dejo de seguir en instagram;2020-03-19 15:47:18+00:00;Anuncio_1;Buenos Aires, Argentina;
miliaguirres;a mi no mato un partido de futbol y piensan que me va a matar el coronavirus;2020-03-19 15:46:49+00:00;Anuncio_1;Buenos Aires, Argentina;
PabloLayus;calle florida esquina corrientes pico maximo de gente al mediodia pero falta que seamos menos informando coronavirus periodismo journalists argentina buenosaires en ciudad autonoma de buenos aires;2020-03-19 15:45:22+00:00;Anuncio_1;Buenos Aires, Argentina;
MileParamo;no el coronavirus concretara la redistribucion;2020-03-19 15:45:14+00:00;Anuncio_1;Buenos Aires, Argentina;
MarianDibiase;un pelotudo q se hizo el machito y le salio mal miguelangelpaz coronavirus coronavirusargentina quedateencasa;2020-03-19 15:45:12+00:00;Anuncio_1;Buenos Aires, Argentina;
sebamurstein;a los pelotudos que se van de vacaciones los encerraria con coronavirus sin medicamentos ni nada no se puede ser mas imbecil;2020-03-19 15:42:06+00:00;Anuncio_1;Buenos Aires, Argentina;
lumto1;la suerte que tenes que tener que te regalen un viaje all inclusive en estas epocas de cuarentenatotal y cuarentenaobligatoria con estadodesitio en argentina x coronavirus y quedateencasa con la argentinaunida contra pandemiadelcoronavirus;2020-03-19 15:40:35+00:00;Anuncio_1;Buenos Aires, Argentina;
sitemarca;en esta nadietienecoronita al coronavirus lo frenamos entre todos somosresponsables aislamiento y ayuda al que necesita en mi casa;2020-03-19 15:38:18+00:00;Anuncio_1;Buenos Aires, Argentina;
FEDERICOFLOWERS;esto no es joda coronavirus;2020-03-19 15:36:35+00:00;Anuncio_1;Buenos Aires, Argentina;
petroleo_y;a partir del dia hoy como forma de prevenir el coronavirus nuestro camping permanecera cerrado hasta nuevo aviso les pedimos a todos nuestros afiliados que se cuiden y cuiden al resto seamos responsables y solidarios cumplamos con todas las medidas preventivas;2020-03-19 15:34:54+00:00;Anuncio_1;Buenos Aires, Argentina;
runtux;yomequedoencasa coronavirusargentina coronavirus yoentrenoencasa no sea un riesgo quedese en su casa en en la paternal de buenos aires;2020-03-19 15:30:24+00:00;Anuncio_1;Buenos Aires, Argentina;Positivo
aleantonelli70;primeros sintomas del coronavirus patear un papel higienico;2020-03-19 15:30:04+00:00;Anuncio_1;Buenos Aires, Argentina;
cris4971;largas filas de autos para ingresar a pinamar y villagesell en medio de la cuarentena preventiva por el coronavirus;2020-03-19 15:29:03+00:00;Anuncio_1;Buenos Aires, Argentina;
entineduardo;cuarentenaobligatoria coronavirus cuarentenatotal quedateencasa buenjueves ayudemos a los monotributistas a las pymes a los pequenos comercios a los microemprendimientos si le das rt ya los estas apoyando;2020-03-19 15:28:50+00:00;Anuncio_1;Buenos Aires, Argentina;
masqumano;el impacto del coronavirus sector por sector cual es la perspectiva para comercio industria turismo servicios y construccion por natalia donato via hbonanata;2020-03-19 15:28:38+00:00;Anuncio_1;Buenos Aires, Argentina;
Esequie94043802;4to dia de la cuarentena y no se si cocerme la boca o dejar que mate el coronavirus;2020-03-19 15:28:19+00:00;Anuncio_1;Buenos Aires, Argentina;
Diego_Fantini;coronavirus telecom personal y cablevision anunciaron beneficios para sus clientes via lavozcomar;2020-03-19 15:25:27+00:00;Anuncio_1;Buenos Aires, Argentina;
VeBenaim;ante la posibilidad del anuncio de una cuarentena total asi esta cada comercio y supermercado de almagro en buenos aires coronavirus;2020-03-19 15:24:14+00:00;Anuncio_1;Buenos Aires, Argentina;
villalbaantonio;diario elheraldoco deberia habilitar la pagina para que la gente se informe debidamente sobre el coronavirus covid19 y no crean todo lo de las redes sociales por lo menos desbloquear lo que concierne a este tema jaimepumarejo jorgecura1070 atlanticoemi;2020-03-19 15:21:54+00:00;Anuncio_1;Buenos Aires, Argentina;
AvellanedaReal;coronavirusargentina condiciones en las que esta el hospital fiorito de avellaneda se necesita presupuesto para que los hospitales de avellaneda esten en condiciones para afrontar la pandemia del coronavirus;2020-03-19 15:21:54+00:00;Anuncio_1;Buenos Aires, Argentina;Neutral
flequilloislife;cuando pase el coronavirus apto psicofisico obligatorio para reproducirse;2020-03-19 15:19:50+00:00;Anuncio_1;Buenos Aires, Argentina;
thailandesa;morir por coronavirus y no por una sobredosis de xanx no seria muy trapper de mi parte;2020-03-19 15:18:06+00:00;Anuncio_1;Buenos Aires, Argentina;
RogerSchultz;alferdez vs nosotros coronavirus;2020-03-19 15:18:04+00:00;Anuncio_1;Buenos Aires, Argentina;
Ernestoro;totalmente cierto coronavirus coronaviruspandemic coronavirusespana coronavirusitalianews coronavirus coronavirusbrazil coronavirusargentina coronavirusvenezuela en ciudad autonoma de buenos aires;2020-03-19 15:16:57+00:00;Anuncio_1;Buenos Aires, Argentina;
ET_HORCHE;la prevencion del coronavirus es como hacer dieta se trata de aplanar la curva;2020-03-19 15:14:42+00:00;Anuncio_1;Buenos Aires, Argentina;
EleonoraRiera;nunca mejor dicho no tienen coronita el principe alberto de monaco tiene coronavirus;2020-03-19 15:13:37+00:00;Anuncio_1;Buenos Aires, Argentina;
runtux;marvelthedog yomequedoencasa coronavirusargentina coronavirus en la paternal buenos aires;2020-03-19 15:13:10+00:00;Anuncio_1;Buenos Aires, Argentina;Positivo
AvellanedaReal;coronavirusargentina condiciones en las que esta el hospital fiorito de avellaneda se necesita presupuesto para que los hospitales de avellaneda esten en condiciones para afrontar la pandemia del coronavirus francisconig;2020-03-19 15:12:06+00:00;Anuncio_1;Buenos Aires, Argentina;Neutral
ferfrataa;el coronavirus cuando decreten cuarentena obligatoria en todo el pais y no haya nadie en la calle;2020-03-19 15:11:21+00:00;Anuncio_1;Buenos Aires, Argentina;
lucasrrizo;ya que estan todos distraidos con el coronavirus les cuento que volvio a subir la carne para que el indek no te boludee y salgas con poca plata inflacion;2020-03-19 15:10:42+00:00;Anuncio_1;Buenos Aires, Argentina;
Donatodesantis;esto amerita pasada la emergencia corona virus un cafe de por medio;2020-03-19 15:10:06+00:00;Anuncio_1;Buenos Aires, Argentina;
Tschapire;la grieta rota y cristina en cuba solo el coronavirus pudo tanto;2020-03-19 15:09:07+00:00;Anuncio_1;Buenos Aires, Argentina;
caryaccarino;nos merecemos el coronavirus no hay dudas;2020-03-19 15:08:51+00:00;Anuncio_1;Buenos Aires, Argentina;
MarcosDamian17;estos son el dario y marcos bebes de la suerte dale fav para un 2020 prospero sin coronavirus;2020-03-19 15:07:06+00:00;Anuncio_1;Buenos Aires, Argentina;
RaWmiXxX;kesesoooooo si no nos mata el coronavirus nos apunalamos los oidos al escuchar esto no hay necesidad;2020-03-19 15:06:45+00:00;Anuncio_1;Buenos Aires, Argentina;
decilaverdad;denuncian que divulgan noticias falsas con decretos presidenciales por el coronavirus hay que ser muy hijos de p para hacer eso en pleno drama asistencial;2020-03-19 15:05:17+00:00;Anuncio_1;Buenos Aires, Argentina;
sabribarberis;en la carcel de rickers ya tienen un caso de un preso con corona virus;2020-03-19 15:05:03+00:00;Anuncio_1;Buenos Aires, Argentina;
JuanitoDeSalta;la semana pasada estuve a esto de tirotear a una vete del laburo hoy es un caso sospechoso de coronavirus;2020-03-19 15:03:35+00:00;Anuncio_1;Buenos Aires, Argentina;
guilenlacrimosa;si fuera presidente tmb haria cuarentena de memes y videos del coronavirus consejos chistes reflexiones filosoficas y de libro de autoayuda testimonios estadisticas canciones etc ya saturan;2020-03-19 15:02:49+00:00;Anuncio_1;Buenos Aires, Argentina;
grecia2016;coronavirus y llego un dia en q el tata supremo se canso y decidio purificar el planeta tierra espero q si es asi tomemos conciencia del mensaje devastador y replantearnos como seguiremos adelante todos los seres humanos del mundo deberan hacer mea culpa cambiar unirse;2020-03-19 15:01:15+00:00;Anuncio_1;Buenos Aires, Argentina;
LautaroTraetta;alferdez casarosada santicafiero santoroleandro un amigo camionero se ofrecio con su camion a dar una mano le puede responder gracias cuarentenatotal cuarentenaobligatoria coronavirus quedateencasa;2020-03-19 14:59:48+00:00;Anuncio_1;Buenos Aires, Argentina;
martinlalanne1;estaria bueno que mauriciomacri ordene a sus troll que no es momento de seguir insistiendo con la grieta cuando hoy el enemigo es el corona virus de una vez por todas terminemos con eso y pensemos en nuestro pueblo sin politica en el medio c5n todonoticias cronica;2020-03-19 14:59:40+00:00;Anuncio_1;Buenos Aires, Argentina;
alfourrutia;coronavirus seamosresponsables en villa urquiza;2020-03-19 14:59:25+00:00;Anuncio_1;Buenos Aires, Argentina;
ferreyragerardo;la rpch fue el unico pais q ofrecio importante ayuda a la argentina para combatir el coronavirusel pte afernandez recibio en olivos al embajador de china y la ayuda ofrecidasegun todos los medios argentinos la ayuda es clave para superar en forma exitosa la pandemia;2020-03-19 14:58:21+00:00;Anuncio_1;Buenos Aires, Argentina;
Maxbessi;quedate en casa cumpliendo la cuarentenatotal y disfruta de un nuevo episodio de disneycastarg hacele frente al coronavirus con toda la onda;2020-03-19 14:58:06+00:00;Anuncio_1;Buenos Aires, Argentina;
RoblesSanti;al coronavirus lo tackleamos entre todos;2020-03-19 14:57:50+00:00;Anuncio_1;Buenos Aires, Argentina;
SebastiaanMarco;vieja que me cruzo vieja que para mi tiene coronavirus;2020-03-19 14:56:34+00:00;Anuncio_1;Buenos Aires, Argentina;
maiakovv;el dato de color del coronavirus es que conocemos los livings de todos los periodistas;2020-03-19 14:56:30+00:00;Anuncio_1;Buenos Aires, Argentina;
CuervoLipara;buenjueves para y a cuidarnos todos es muy importante para poder salir adelante esto no es joda y todos juntos podemos un beso enorme a todos cuarentenatotal cuarentenaobligatoria quedateencasa cuarentena19m habraconsecuencias coronavirus hoyquetienestiempo;2020-03-19 14:55:40+00:00;Anuncio_1;Buenos Aires, Argentina;
pmvolpe;sono el timbre gines abrio la puerta y era coronavirus;2020-03-19 14:54:31+00:00;Anuncio_1;Buenos Aires, Argentina;
Elmoronegro1;americatv en tda la senal sale entre cortada o no sale la neceditamos para estar informados ante la pandenmia coronavirus gracias;2020-03-19 14:54:17+00:00;Anuncio_1;Buenos Aires, Argentina;
Guidobigone;el programa de debrito sin debrito y en plena coronavirus es inmirable hacen un movil con la madre de yanina latorre en fin next;2020-03-19 14:52:45+00:00;Anuncio_1;Buenos Aires, Argentina;
Asambleaflores;a24com coronavirus recuerdan el paciente de35 anos carrillo venancio paraguayo dni 94440269 que estuvo en guardia y cuando lo internaron fallecio 15032020 en el hospital pirovano con 1er resultado positivo y esperaban resultados 2do estudio pues dio positivo;2020-03-19 14:51:43+00:00;Anuncio_1;Buenos Aires, Argentina;
Asambleaflores;todonoticias coronavirus recuerdan el paciente carrillo venancio paraguayo dni 94440269 que estuvo en guardia y cuando lo internaron fallecio 15032020 en el hospital pirovano con 1er resultado positivo y esperaban resultados 2do estudio pues dio positivo;2020-03-19 14:51:17+00:00;Anuncio_1;Buenos Aires, Argentina;
Ventiluz_rp;primer caso de coronavirus en lomas zamora todo termino senores no hay escapatoria;2020-03-19 14:50:32+00:00;Anuncio_1;Buenos Aires, Argentina;
Asambleaflores;coronavirus recuerdan el paciente carrillo venancio paraguayo dni 94440269 que estuvo en guardia y cuando lo internaron fallecio 15032020 en el hospital pirovano con 1er resultado positivo y esperaban resultados 2do estudio pues dio positivo por que lo ocultan;2020-03-19 14:47:51+00:00;Anuncio_1;Buenos Aires, Argentina;
Gonzalo267;el corona virus viendo los argentinos saludar con un beso compartir el mate y sus parejas;2020-03-19 14:45:39+00:00;Anuncio_1;Buenos Aires, Argentina;
CrisCai23;unas ganas de ir a silbar a cecilio maldito corona virus;2020-03-19 14:44:29+00:00;Anuncio_1;Buenos Aires, Argentina;
MalloSandoval;no es momento de especulacion y abuso de poder coronavirus no tiene ideologia ni color politico;2020-03-19 14:43:41+00:00;Anuncio_1;Buenos Aires, Argentina;
claudiazarlenga;le empezaron a contestar las aerolineas a felipe sola coronavirus coronavirusargentina;2020-03-19 14:43:27+00:00;Anuncio_1;Buenos Aires, Argentina;
SofiaVannelli;al coronavirus lo frenamos entre todos seamosresponsables mayoriaargentina;2020-03-19 14:38:13+00:00;Anuncio_1;Buenos Aires, Argentina;
YaNiNaJe;miren una buena forma para que los choferes de colectivo esten un poco mas protegidos linea 343 difundamos asi estan trabajando coronavirusargentina coronavirus cuarentenatotal virus argentina quedateencasa todonoticias a24com;2020-03-19 14:38:05+00:00;Anuncio_1;Buenos Aires, Argentina;
claudiazarlenga;supermercado coto caba acceso restringido por grupos coronavirus coronavirusargentina quedateencasa cuarentenatotal;2020-03-19 14:36:58+00:00;Anuncio_1;Buenos Aires, Argentina;
nachobam67;por la emergencia sanitaria se modifican los cronogramas de los trenes del amba en virtud de la emergencia por la pandemia de coronavirus trenesarg se ve obligada a establecer el siguiente cronograma operativo de servicios sigue;2020-03-19 14:34:12+00:00;Anuncio_1;Buenos Aires, Argentina;
telenueveC9;telenueve coronavirus el gobierno estudia postergar pago de impuestos y tarifas mas informacion en en canal 9;2020-03-19 14:33:35+00:00;Anuncio_1;Buenos Aires, Argentina;
buenanueva33;quedateencasa hay pelotudos tratando de viajar a la costa si irresponsables sociales noseasgilquedateencasa quedateencasa coronavirus;2020-03-19 14:31:25+00:00;Anuncio_1;Buenos Aires, Argentina;
DboraIsabelCon3;ejemplo de oportunismo y de miserabilidad es la camara de diputados que decide destinar ese dinero a la lucha contra el coronavirus cambiemos solo elige destinarlo al malbran claro que despues de haberla desfinanciado durante su gestion;2020-03-19 14:31:23+00:00;Anuncio_1;Buenos Aires, Argentina;
lorevicente;como se esta propagando el nuevo coronavirus via elpais;2020-03-19 14:29:36+00:00;Anuncio_1;Buenos Aires, Argentina;
clauguebel;coronavirus controlaran la temperatura a todos los conductores de autos en la autopista la plata;2020-03-19 14:29:28+00:00;Anuncio_1;Buenos Aires, Argentina;
MalloSandoval;primer caso positivo en la paz de coronavirus segun el ministerio de salud;2020-03-19 14:28:22+00:00;Anuncio_1;Buenos Aires, Argentina;
grecia2016;chonguera pero tambien opera desde alla con sus tentaculos sigue aduenandose de las instituciones silenciosamente y cuando nos demos cuenta ya seremos argenzuela sin retorno hoy las prioridades son 1erocoronavirus 2do cfk hijos y cia;2020-03-19 14:24:11+00:00;Anuncio_1;Buenos Aires, Argentina;
duqueblanco10;la conciencia social empieza x el gobierno que debe cuidar a la sociedad y al pueblo que haya informacion real y no provechosa xque ese seria el peor error seria no importarles nada tengo coronavirus pero sospecho que nadie queria contar mi caso;2020-03-19 14:22:34+00:00;Anuncio_1;Buenos Aires, Argentina;
DboraIsabelCon3;no es dinero de sus sueldos lo que donan es el monto destinado a gastos extraordinarios que la camara por esta vez obliga a que se destine a la lucha contra el coronavirus cambiemos eligio destinarlos al malbran pero es una exigencia del congreso;2020-03-19 14:20:47+00:00;Anuncio_1;Buenos Aires, Argentina;
DiegoCoy23;urgente miren este ejemplo si los dirigentes de colombia no se unen ustedes pueden empezar eltiempo elespectador elcolombiano lavanguardia elpais urgente coronavirus quedateencasa;2020-03-19 14:20:39+00:00;Anuncio_1;Buenos Aires, Argentina;
FlorHaupt;el coronavirus me pone sensible;2020-03-19 14:18:01+00:00;Anuncio_1;Buenos Aires, Argentina;
wetspiz;por que no se fijan de solucionar el tema de los containers de reciclado entiendo que el pueblo moronense esta lleno de tarados mas que coronavirus nos van a invadir las ratas aunque sean pongan un par de carteles avisando que estara cerrado y que no lleven basura at estacion haedo linea sarmiento;2020-03-19 14:18:00+00:00;Anuncio_1;Buenos Aires, Argentina;
RolandoTorrecil;para tener en cuenta coronavirus la ciudad suma medicos enfermeros y camas para afrontar la etapa de circulacion social del virus;2020-03-19 14:17:56+00:00;Anuncio_1;Buenos Aires, Argentina;
RadioGrote;somosresponsables los diarios del pais unieron sus tapas en una campana de prevencion para enfrentar el coronavirus somosresponsables coronavirus covid covid19 coronavirusargentina argentina;2020-03-19 14:16:08+00:00;Anuncio_1;Buenos Aires, Argentina;
juankapre;somosresponsables los diarios del pais unieron sus tapas en una campana de prevencion para enfrentar el coronavirus somosresponsables coronavirus covid covid19 coronavirusargentina argentina pandemia;2020-03-19 14:14:23+00:00;Anuncio_1;Buenos Aires, Argentina;
Populismomata;el mismo pelotudo que te puso al kirchnerismo en el poder hoy es el mejor aliado del coronavirus ojala se extingan de una puta vez;2020-03-19 14:14:11+00:00;Anuncio_1;Buenos Aires, Argentina;
Silvia83127650;todonoticias guillelobo yomequedoencasa pero que va a pasar con fecha de cobro a jubilados y los bancos porque si no nos mata el coronavirus nos morimos de inanicion me van a decir que los super estaran abiertos pero sin no puedo ir al super;2020-03-19 14:12:48+00:00;Anuncio_1;Buenos Aires, Argentina;
la_abismo;somosresponsables los diarios del pais unieron sus tapas en una campana de prevencion para enfrentar el coronavirus somosresponsables coronavirus covid covid19 coronavirusargentina argentina;2020-03-19 14:11:57+00:00;Anuncio_1;Buenos Aires, Argentina;
NatuBordolina;mientras tanto los delfines de venecia covid19 coronavirus;2020-03-19 14:11:45+00:00;Anuncio_1;Buenos Aires, Argentina;
revistalocally;nuevas medidas de prevencion por el coronavirus en tigre incluye una partida presupuestaria especial para contratar medicos y enfermeros e incorporar equipamiento especializado se decidio el cierre de la;2020-03-19 14:11:39+00:00;Anuncio_1;Buenos Aires, Argentina;
tatoponcen;sigan gobernando para los vagos y los que laburamos los vamos a sacar a las patadas otra que corona virus;2020-03-19 14:10:20+00:00;Anuncio_1;Buenos Aires, Argentina;
cintialopez80;dock sud no lo entenderias porque al coronavirus lo tacleamos entre todos ezequielcampa dickydelsolar;2020-03-19 14:06:24+00:00;Anuncio_1;Buenos Aires, Argentina;
