username;tweet;fecha;anuncio;ubicacion;fecha_sola;sentimiento
mxipres;revistiendo al coronavirus;2020-03-19 02:30:03+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Mis3Empanadas;ustedes boludeando con el coronavirus y fito paez saco otro disco ocupemos de lo importante;2020-03-19 02:28:28+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
revistath;trenes linea san martin medidas tomadas para evitar propagacion del coronavirus;2020-03-19 02:28:05+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
matirivas;modo cuarentena yomequedoencasa yomequedo mequedoencasa mequedo stayathome sahm euficoemcasa ficoemcasa mecuido corona coronavirus iorestoacasa covid19 travaracura;2020-03-19 02:27:54+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
SILVIAP42544034;primero para bien o para mal hubieses sabido la verdad desde el minuto uno y segundo nunca te hubiesen dicho el coronavirus no llega a la argentina;2020-03-19 02:27:24+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
noeperizzotti;itziar ituno tiene coronavirus con lisboa no te metas virus del orto asi estoy;2020-03-19 02:25:08+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
TroncosoGuille;convocatoria desde quilmesmuni mayrasmendoza salud coronavirus quedateencasa bonaerensesalud;2020-03-19 02:24:57+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
ElEspartano11;hablan todos de coronavirus pero parece que nadie ve el problema el problema es saber ante la falta de ingresos quien paga los sueldos de los privados y de los monotributistas;2020-03-19 02:24:27+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
elpatocristian0;lo bueno del coronavirus es que nos hizo olvidar de tusa;2020-03-19 02:22:45+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
elinformeblue;tatobores y la medicina estatal un gran agradecimiento a todos los medicos de argentina que trabajan por mucho menos que lo que la gente piensa y hoy son nuestros heroes coronavirus convid19 pandemia cuarentena cuarentenanacional;2020-03-19 02:21:39+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Bal77asar;equipo anti coronavirus si podes quedate en casa pensa en la gente que en verdad necesita el servicio at emergencias sa;2020-03-19 02:20:33+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Christo_Arg;pero en china dijeron que 2 victimas de mas de 100 anos se curaron del coronavirus;2020-03-19 02:17:21+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
naucitoh;como viene la mano va morir muchisima mas gente por el caos y no por el coronavirus ya autorizaron a bajar los sueldos a la mitad va a ser una guerra;2020-03-19 02:16:58+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
yabastaUNLZ;propuesta de medidas hecha por nuestra companera manuelac22 to referente y dirigente del nuevomas y lasrojas para afrontar la pandemia de coronavirus que azota al mundo y al pais que no sea a costa de;2020-03-19 02:16:43+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
MuccioloNorma;mientras la pareja pablo iglesias irene monterosus eternos detractores que poneella con coronavirus y el una posible transmision de la enfermedad por abandonar la cuarentena y todo para no perder protagonismo en la reunion del mtrossanchez su cobardia;2020-03-19 02:16:39+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
funes;de los 100 enfermos con corona virus 7 se van a morir que vertigo no daber cuales 7 covid19argentina;2020-03-19 02:16:24+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
iconoalfano;tercera victima del coronavirus en el instituto del diagnostico alerta amarilla para los hospitales de caba cuarentenanacional;2020-03-19 02:16:20+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
ulisescorbatito;c5n cuando muestran un grafico con datos importantes en el programa especial sobre el coronavirus quiten el zocalo que no permite ver el grafico;2020-03-19 02:16:05+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
HanzoBlackMamba;atencion ciudadanos de buenos aires vayan tomando conciencia por favor y a prepararse para lo que se viene yomequedoenmicasa coronavirus coronavirusenargentina quedateencasa cuarentenanacional;2020-03-19 02:12:45+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
MuccioloNorma;esa frontera se llama eticavoto hipocraticohomenaje a louis lasagna humanidadeste maldito coronavirus creo que vinon para decirnos algo;2020-03-19 02:12:24+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
licalelibenson;como organizarnos durante el distanciamiento social por coronavirus autora licalelibenson;2020-03-19 02:12:02+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Christo_Arg;dicen 70 de la poblacion mundial en 2 anos de duracion y vos pensas que llegas al proximo verano coronavirus;2020-03-19 02:11:50+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
lillo_agus;todos en cuarentena y ella tambien cuarentena coronavirus diarioshow march2020 en;2020-03-19 02:10:42+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
vickyyiorizzo;prefiero q me agarre coronavirus;2020-03-19 02:08:42+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
maluuartale_;a mi el coronavirus no me puede matar yo mori el dia en que thiago dejo a vale y a simon en el futuro;2020-03-19 02:08:20+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
erikanazarala;y todavia hay gente que cree que lo que lo va a salvar de este caosson unos papeles a los cuales le llaman dinero x favor ni para perderselo en el orto sirvecon suerte vas a poder comprar papel higienico el fin esta en zona coronavirus cuarentenaobligatoria;2020-03-19 02:07:55+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
CeInesBonelli;hace 3 semanas me junte con un grupo de amigas una de ellas es pediatra y ultrak cuando sacamos este tema ella nos dijo este virus coincide con la guerra comercial de china con eeuu asique hay que ver de donde sale todo es conspiracion para ellos coronavirus;2020-03-19 02:06:55+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
avdm;por fin un reporte que muestra casos activos restando los recuperados coronavirus datoscoronavirus twitter me sugiere estos 2 hashtags pero no el recuperados at parque chacabuco;2020-03-19 02:05:23+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
oscarmo376;y esto la mujer que contagio a la tercer victima en argentina todavia no tiene diagnosticado coronavirus esta internada desde el 6 de marzo en el instituto del diagnostico como se interpreta entonces la informacion que nos dan;2020-03-19 02:04:26+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
LucianoVekker;ahi tenes mariano al inofensivo coronavirus pelotudo que pases una linda semana en el aeropuerto;2020-03-19 02:04:09+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
GamuLeiva;dato el coronavirus no espanta a los pelotudos q no usan el giro tengo mis fuentes;2020-03-19 02:02:08+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
naucitoh;china ya impidio el contagio de coronavirus en wuhan no se reportan casos positivos;2020-03-19 02:01:21+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
CeInesBonelli;me llamaran para controlarme si cumplo con la cuarentena y como estoy de la salud multaran a los que no cumplen y daran alrededor de usd35 diarios para premiar a la gente que cumpla coronavirus;2020-03-19 02:01:06+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
CeInesBonelli;tengo una amiga que vive en taiwan cuando volvio de argentina hace 15 dias hizo cuarentena voluntaria es lo que hizo hasta hoy que nos mando esto hoy empece mi cuarentena estricta hasta ayer la politica era que tenia que usar barbijo para salir sigue coronavirus;2020-03-19 02:01:05+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
JuaaniLopeez;mis viejos festejaron un cumple por videollamada a que hemos llegado corona virus;2020-03-19 01:58:43+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
picoluis01;ahora en horas en que se discute sobre una cuarentena total y obligatoria en la argentina se confirmo el tercer muerto por coronavirus la victima fue un hombre de 64 anos diabetico e hipertenso fallecio en ciudad de buenos aires cuarentenaobligatoria;2020-03-19 01:56:20+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
NachoGulam;ah bueno mira quien aparecio el coronavirus trae fantasmas tambien;2020-03-19 01:55:10+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
naucitoh;en china no se reportan casos autoctonos de coronavirus todos los contagiados proceden de paises extranjeros;2020-03-19 01:54:08+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
OncologiaDAN;oncologiadan se suman a la medida y la apoyamos porque entendemos que estariamos yendo por el buen rumbo coronavirus mjolivan;2020-03-19 01:51:47+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
FranPaLasNenas;amigo mi unica pregunta es esta yo voy a ir a la uba si por todo este tema del coronavirus no podemos terminar saliendo de nuestras casas en casi todo el ano que onda perdi un ano de mi vida en la carrera eso me re tiltea amigo lo q falta avisenme asi me mato de antemano;2020-03-19 01:50:12+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
patriciogiusto;por primera vez la ciudad de wuhan epicentro de la pandemia de coronavirus registro 0 nuevos casos dios quiera el mundo y la argentina lleguen lo mas pronto posible a ese destino antes tenemos mucho sacrificio por delante coronavirusargentina;2020-03-19 01:49:39+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Bizarroillsane;que raro que los espanoles no le cambiaron el nombre al coronavirus me los imagino poniendole nombres como la virus reina;2020-03-19 01:49:09+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
pgranier;excelente articulo coronavirus;2020-03-19 01:47:17+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
RogerSchultz;que raro perfildiario anuncia en tapa un muerto de manana jueves por coronavirus;2020-03-19 01:47:10+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
AnidoMarina;coronavirus hablame de perspectiva de genero yo soy madre sola y como soy personal de salud no me puedo tomar la licencia para cuidar a mi hija que onda eligalcorta quien se hace cargo de mi hija mientras trabajo;2020-03-19 01:47:03+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Camiibigozzi1;que coronavirus del orto la puta madre;2020-03-19 01:46:48+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
laurapalma_16;gente todo bien con la cuarentena y el coronavirus y todo pero ya se estan yendo re al carajo estoy embarazada de 7 meses y tengo q estar tranquila plis cortenlan un poco;2020-03-19 01:45:56+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
DiegoAnderica;coronavirus coronavirusenargentina covid19 el gobierno no descarto profundizar el aislamiento en todo el pais por el avance del coronavirus y lo definira manana en la reunion con los gobernadores;2020-03-19 01:44:58+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
ManuxFossati;urgente alerta china china anuncio el jueves que en las ultimas 24 no registro ningun nuevo caso de contaminacion local con el coronavirus covid19 aunque verifico 34 casos originados con personas provenientes del exterior de acuerdo con informaciones oficiales afp;2020-03-19 01:38:22+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
AndresGibert14;cuarentenaobligatoria manana a las 17 sale dnu que dictara una cuarentena obligatoria en principio no alcanzara a profesionales de la salud energia y seguridad tal como sucede en los paises de europa supermercados y farmacias permaneceran abiertos coronavirus convid19;2020-03-19 01:37:35+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
wachawarrior;esta noche no t olvides d lavarte las manos y tu juguete antes d masturbarte al finalizar lava denuevo tu juguete tus manos y recien ahi si queres alcohol en gel no antes plz si queres algo picante usa jengibre les amo cuarentenanacional quedateencasa coronavirus;2020-03-19 01:37:30+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
ArielFerchoOK;yomequedoencasa yomequedoenmicasa matheo nos cuenta q es el coronavirus coronavirus coronavirusargentina;2020-03-19 01:37:12+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
DiegoAnderica;coronavirus coronavirusenargentina covid19 confirmaron otros 19 nuevos casos de coronavirus en la argentina y el total de contagiados asciende a 97;2020-03-19 01:37:01+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
AldusR;por suerte ya la mayoria compro papel higienico para esa cantidad de tiempo coronavirus;2020-03-19 01:35:43+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Joaquinvtapia;me tienen los huevos al plato con los mensajes de mierda reenviados sobre el coronavirus hijo de puta este deberia estar prohibido reenviar esos mensajes;2020-03-19 01:35:28+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
DiegoAnderica;coronavirus coronavirusenargentina covid19argentina covid19 fallecio un hombre de 64 anos en la ciudad de buenos aires y ya son tres los muertos por coronavirus;2020-03-19 01:32:38+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Cris_noticias;coronavirus en argentina confirman un tercer muerto 97 casos en todo el pais y 3 fallecidos;2020-03-19 01:32:29+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
seleemarangone;raquel de la casa de papel tiene coronavirus esto ya es personaaaaal;2020-03-19 01:31:17+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
rixarg;yo en este momento gracias a intratables miercolesintratable coronavirus quedateencasa covid19 intratables;2020-03-19 01:31:05+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
GRIYIJCR929;podrian ayudar en la epidemia de coronavirus bajando los precios;2020-03-19 01:30:51+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
fortalezagrana;triviagranate cuanto sabes de lanus en dias de cuarentenanacional por el coronavirus fg te propone un juego de preguntas para evaluar tu conocimiento sobre el plantel y numeros de la temporada no vale googlear las respuestas;2020-03-19 01:30:16+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
GuillermoLipera;todo nuestro reconocimiento al personal medico y asistentes que estan dejando todo para combatir el coronavirus heroes;2020-03-19 01:30:12+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
la_abismo;ahora tercer muerto por coronavirus en argentina coronavirus quedateencasa covid2019 argentinaaislada;2020-03-19 01:28:19+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Pat_Odone;leelo y actua tenemos unos dias de ventaja coronavirus coronavirusenargentina noscuidamosentretodos quedateencasa cuarentenacoronavirus;2020-03-19 01:27:48+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
AlejandroPasch2;macri inutil absoluto es el presidente que mas endeudamiento creo y en menor tiempo provoco un industricidio y tantos desastres mas pero no es momento ayudemos a pasar el coronavirus;2020-03-19 01:26:28+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
almeidabren20;lo unico bueno de todo el tema del corona virus es que ahora tengo tiempo para grabar;2020-03-19 01:25:50+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
charlhythloday;otro milagro del coronavirus;2020-03-19 01:25:48+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Ruizdiegorocna;espero que el coronavirus les sirva para banarse mas seguido ahr;2020-03-19 01:25:38+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
LuziiaCastro;mi papa me acaba de decir que si se agarra coronavirus por mi culpa porque iba a ir de una amiga me echaba de la casa 0k tranqui la paranoia;2020-03-19 01:25:32+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Daniela_Veron;mas alla de la gravedad del coronavirus y todo lo que conlleva si declaran la cuarentena obligatoria me voy a re cagar matando con mi mama y hermanas dios ayudanoss;2020-03-19 01:24:52+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
jdrjuan;lamento tu caso anibalpachanoe pero no seas tan imbecil y mala persona siendo una figura publica tenes que medir las boludeces que decis antes de hablar forradas aprende lo que es una curva exponencial sali a retractarte gil y ya que estas googlea triaje coronavirus;2020-03-19 01:24:47+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
telerinonline;coronavirus los peligros del uso excesivo del alcohol en gel asmdermatologia covid19argentina dermatitisirritativa;2020-03-19 01:24:41+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
AnyttaRamos;la venganza de los animales va a terminar con la raza humana coronavirus cuarentenaobligatoria coronavirusargentina;2020-03-19 01:24:36+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
PedroGa08654812;las bolsas principales caen por el coronavirus los bonos en picada cuantos nuevos ricos estan amasando a dos manos no me jodan con echarle la culpa a batman coronavirus;2020-03-19 01:24:01+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
jkvillar;que alegria algo bueno tiene el corona virus;2020-03-19 01:22:59+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
ManuxFossati;urgente alerta argentina tercer fallecido por coronavirus hombre de 64 anos en la ciudad de buenos aires;2020-03-19 01:22:49+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
BeMyRomeo;no quiero ni empezar a imaginar la depresion que se van a pegar cuando se den cuenta que este ano no van a tener burning man coronavirus;2020-03-19 01:22:41+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
facu_medicina;ya no me da gracia joder con el coronavirus posta estoy cada dia mas preocupado no por mi si no por mi familia y amigos;2020-03-19 01:22:38+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Alejandrahoy;coronavirus italia registra el mayor numero de fallecidos para un pais en un dia noscuidamosentretodos coronavirus;2020-03-19 01:22:15+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Albertogoni;coronavirus y la oportunidad de alberto de evitar la crisis economica con sergio berensztein via agrositio;2020-03-19 01:21:16+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
poido_;nono prefiero salir y contagiarme de dengue y corona virus antes que pasar tanto tiempo con mi familia;2020-03-19 01:21:15+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
EleonoraRiera;3er muerto por coronavirus;2020-03-19 01:20:45+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
la_abismo;asi estamos pais coronavirus covid2019ec toque de queda toque de queda toque de queda estado de catastrofe cuarentena social cuarentena nacional estado de calamidad toque de queda emergencia sanitaria;2020-03-19 01:19:18+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
iconoalfano;no predije informe con precision desde mi lectura de un articulo academico cientifico era un coronavirus ese era el nombre del virus en dicho articulo;2020-03-19 01:19:17+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
MorgadeSusana;esta tranquila el coronavirus no ataca a las siliconas;2020-03-19 01:19:01+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
clauguebel;otra muerte en argentina por coronavirus suman 3 hombre de 64 anos en la ciudad;2020-03-19 01:18:53+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
armesillaconde;en esta web de la opsoms podemos ver el numero de contagiados por coronavirus a escala global y por estados dice tambien mucho de la gestion en cada pais de la pandemia atencion a mongolia rusia nepal bhutan;2020-03-19 01:17:57+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
AlejandroPasch2;la estadistica no te da 1000 mira el mapa mundial de coronavirus y somos de los menos afectados no hablemos x hablar;2020-03-19 01:16:45+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
popilda2014;hay 4 personas que volvieron del extranjero o 4 casos confirmados de coronavirus;2020-03-19 01:16:23+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
GuillermoLipera;hoy debemos tener una sola prioridad lograr mitigar el impacto del coronavirus sin grieta ni especulaciones politicas mezquinas de tipo alguno un solo adversario el coronavirus que atenta contra nuestras vidas y la felicidad de todas las familias;2020-03-19 01:14:09+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
garc_man;trabajando online coronavirus;2020-03-19 01:13:06+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
AmeEscudero;una reflexion para quienes podemos ver mas alla de todo aquello que nos esta sucediendo coronavirus;2020-03-19 01:12:44+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
garc_man;guarda ahi viene un crucero coronavirus;2020-03-19 01:12:40+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
claudiazarlenga;las dos coronavirus;2020-03-19 01:12:33+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
nunezalexandeer;confirman una nueva muerte por corona virus en argentina;2020-03-19 01:12:27+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
JMdeRosasss;no se si es peor el sida y el coronavirus adentro de pachano o vos que encima sos tripera;2020-03-19 01:11:38+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
VICTORINAF1;la vaca sagrada del estado mas perverso e inservible que nunca el ministerio de salud impide que laboratorios privados hagan el test por coronavirus via laderechadiario;2020-03-19 01:08:45+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
pgianferro;somos tan mediocres que la unica manera de tener exito en argentina es no medir pueden ser alumnos la inflacion el coronavirus ojos que no ven;2020-03-19 01:08:01+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
verocitrica;todo lo del corona virus fue un plan de gobierno chino para que hicieramos cuarentena y ladillados en nuestras casas terminariamos todos haciendo tiktoks uy que casualidad la aplicacion es de una compania china saquen ustedes sus propias conclusiones;2020-03-19 01:07:35+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Tavoafj;titanic en fox gracias coronavirus;2020-03-19 01:04:06+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
GimeYerden;ya estoy harta del coronavirus cuando volvera todo a la normalidadahora que me separo no se puede salir y disfrutar coronavirus covid19argentina;2020-03-19 00:59:01+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
CCLugano;hoy hemos creado una herramienta mas para difundir nuestras novedadesdonde cada comercio podra publicar directamente sus novedades y seguir compartiendo la vida en epoca del coronavirus compralocal compraenluganoacieloabierto;2020-03-19 00:58:28+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Gus_Quinteiro;coronavirus denuncian que los trabajadores del free shop de ezeiza se encuentran desprotegidos ante la irresponsabilidad de pasajeros que deberian estar en cuarentena;2020-03-19 00:57:52+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
sebaguver;de home theater ahhhre teatro director direccion actorargentino actor coronavirus homeoffice teleteatro cuarentena yomequedoencasa en ciudad autonoma de buenos aires;2020-03-19 00:56:51+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
BrenAcostaa_;pero che una vez que tengo chongo aparece el coronavirus y pum cuarentena una bronca me da;2020-03-19 00:56:48+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
GonzaloAzar;mucho corona virus y el dolar en las nubes;2020-03-19 00:56:48+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
simoisis;companerxs trabajadores de la salud gracias gracias gracias en argentina y en todo el mundo gracias coronavirus covid19 pandemia pandemiacoronavirus saludpublica salud;2020-03-19 00:56:25+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
gfpatano;mas muertes que el corona virus claramente hay que redefinir prioridades;2020-03-19 00:55:38+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
BelMicaelaM;estoy arta de ver la tele porque todo el dia estan con el coronavirus le digo a mi hermano que ponga una peli para ver en internet y que pone virus una pelicula china yo queria ver una comedia hermano mio;2020-03-19 00:55:37+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
facuvera_18;el coronavirus no llego a la rioja porque no sabe donde queda;2020-03-19 00:54:26+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Cruzenriquezz;sino me mata el coronavirus matame vos mi reinita;2020-03-19 00:54:06+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
JonasHezequiel;cuarentena total en la argentina confirmen coronavirus;2020-03-19 00:53:19+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
thepresidentmax;una reflexion personal todo este tema de la cuarentena forzada deja al descubierto lo mal y poco preparadas que estan las instituciones educativas y las empresas de argentina en materia de clases a distancia y tele trabajo respectivamente coronavirus coronavirusargentina;2020-03-19 00:52:04+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
leandroviojo;cuando hagan la pelicula de coronavirus minimo espero que nombren a carmela;2020-03-19 00:51:39+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Diego_Fantini;coronavirus en telecom lanza beneficios en datos moviles flow y whatsapp via clarincom;2020-03-19 00:51:18+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Axelolmedook;fuerte rumores que la decision estaria tomada desde manana alferdez dictaria la cuarentena obligatoria en todo el pais quedateencasa coronavirus;2020-03-19 00:49:47+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
elpoteok;coronavirus otra excusa para pagar el gimnasio y no ir;2020-03-19 00:49:43+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
AgrocorMercedes;yomequedoencasa cuarentena grupoderiesgo coronavirus forrajeria limpeza en agrocor mercedes;2020-03-19 00:49:19+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
GiuraRicardo;no esta el viejo hijo de puta operador y lobbysta del estado sionista de israel mauro viale atornillado al mismo canal si hay que desinfectar habria que comenzar por ese grupo america para acabar no solo con el coronavirus sino con todas las pestes que nos azotan;2020-03-19 00:48:15+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
CaamiCaarp_;amo a mi psicologo se los juro me acaba de decir que las sesiones van a estar paradas por un tiempo por el tema del coronavirus pero que aun asi podemos hacer videollamada;2020-03-19 00:46:37+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
klg5812;peru declara toque de queda por la crisis del coronavirus via sputnikmundo;2020-03-19 00:46:10+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
leo78ba;dia 6 de corona virus;2020-03-19 00:46:01+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
MacaaOjedaa;me llegan a poner un cyber coronavirus y quedo en banca rota el resto de mi vida;2020-03-19 00:45:03+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
MobilAdrian;al coronavirus lo combatimos entre todos quedate en tu casa no te pongas en riesgo ni pongas en riesgo a tus seres queridos a tus vecinos o a otros seamos solidarios respetemos el aislamiento cuarentenanacional;2020-03-19 00:44:59+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
FrancoConde14;y si esto del coronavirus fue algo del gobierno para disminuir la poblacion ya que el mundo esta sobrepoblado y para salvar al planeta del cambio climatico y por eso mismo ahora el aire esta menos contaminado llueve donde antes no llovia hay menos contaminacion en el agua etc;2020-03-19 00:42:49+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
AyrtonaF1;che ahora con esto del coronavirus los que practican sexo tantrico estan inmunizados y va a marcar tendencia de lo que hay que hablar dios mio tweetsentiempodecoronavirus;2020-03-19 00:41:22+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
Florcejasr;mi viejo esta paranoico con el coronavirus discutimos y se fue del grupo de wsp despues quieren que sea madura;2020-03-19 00:40:48+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
juanra18192321;creo que el lavado de manos de 40 segundos contra el coronavirus dura mas que las relaciones amorosas;2020-03-19 00:40:05+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
ceratoideVII;hey frikidoctor estoy hospitalizada no por corona virus sino por pancreatitis me operan antes del fin de semana mandame una buena vibrasaludos espero que espana todo mejore como tambien en el resto del mundo;2020-03-19 00:39:12+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
guillemancandy;esta es la mejor serie para maratonear durante la cuarentenanacional cuarentena coronavirusenargentina coronavirus seguimeytesigo seguimeytesigoargentina sigueme siguemeytesigodevuelta siguemeytesigoya;2020-03-19 00:37:42+00:00;Anuncio_1;Buenos Aires, Argentina;2020-03-19;
